num_participants,ALAND,region,individuals_income_below_185_percent_poverty_level,total_snap_recipient_households_white,total_snap_recipient_households_black_or_african_american,total_snap_recipient_households_american_indian_and_alaska_native,total_snap_recipient_households_asian,total_snap_recipient_households_native_hawaiian_and_other_pacific_islander,total_snap_recipient_households_hispanic_or_latino_origin,total_population_non_hispanic_or_latino_origin,total_lep_households
7,398219906,East,893,63,0,0,0,0,9,54,39
7,398219906,East,893,63,0,0,0,0,9,54,39
16,1855301,West,708,155,0,0,0,0,0,155,0
5,6722943,East,1310,212,0,0,0,0,0,212,0
5,295279528,East,853,113,0,0,0,0,0,113,0
4,180191518,East,766,140,0,0,0,0,0,156,4
16,7829694,East,804,259,0,0,0,0,0,259,0
7,273551600,East,1812,114,0,0,0,0,3,114,29
1,295279528,East,853,113,0,0,0,0,0,113,0
6,295279528,East,853,113,0,0,0,0,0,113,0
23,1855301,West,708,155,0,0,0,0,0,155,0
18,210723262,East,1012,162,0,0,0,0,0,162,10
10,4732323,Northeast,1013,25,166,0,0,0,23,178,116
16,2435277,East,1319,165,300,0,0,0,25,461,0
22,8778958,East,1894,278,138,0,0,0,0,435,18
24,1855301,West,708,155,0,0,0,0,0,155,0
21,8778958,East,1894,278,138,0,0,0,0,435,18
17,2435277,East,1319,165,300,0,0,0,25,461,0
22,1855301,West,708,155,0,0,0,0,0,155,0
17,8778958,East,1894,278,138,0,0,0,0,435,18
16,2435277,East,1319,165,300,0,0,0,25,461,0
26,2288222,East,531,97,42,0,0,0,0,139,0
25,2288222,East,531,97,42,0,0,0,0,139,0
18,210723262,East,1012,162,0,0,0,0,0,162,10
25,2288222,East,531,97,42,0,0,0,0,139,0
12,2078450,Northeast,1858,164,27,0,0,0,128,135,158
6,2078450,Northeast,1858,164,27,0,0,0,128,135,158
7,2078450,Northeast,1858,164,27,0,0,0,128,135,158
14,2078450,Northeast,1858,164,27,0,0,0,128,135,158
1,2078450,Northeast,1858,164,27,0,0,0,128,135,158
6,2855993,Northeast,2068,340,17,13,0,0,227,183,120
4,1477788,Northeast,1773,137,387,20,10,0,90,488,98
4,2855993,Northeast,2068,340,17,13,0,0,227,183,120
4,2855993,Northeast,2068,340,17,13,0,0,227,183,120
3,2855993,Northeast,2068,340,17,13,0,0,227,183,120
6,2855993,Northeast,2068,340,17,13,0,0,227,183,120
5,6722943,East,1310,212,0,0,0,0,0,212,0
3,180191518,East,766,140,0,0,0,0,0,156,4
6,12425424,East,1579,234,19,4,0,0,0,261,0
14,208631328,East,608,69,0,0,0,0,0,69,0
17,421307654,East,733,161,0,0,0,0,4,161,0
6,208631328,East,608,69,0,0,0,0,0,69,0
2,6722943,East,1310,212,0,0,0,0,0,212,0
4,440698405,East,719,193,0,0,0,0,1,193,2
9,149737627,East,1221,189,0,20,0,0,71,148,75
22,466068523,East,673,114,0,3,0,0,0,117,1
11,365258303,East,611,88,4,0,0,0,0,92,0
3,6722943,East,1310,212,0,0,0,0,0,212,0
1,9560908,East,1081,220,0,0,0,0,0,220,24
10,7829694,East,804,259,0,0,0,0,0,259,0
23,180191518,East,766,140,0,0,0,0,0,156,4
7,180191518,East,766,140,0,0,0,0,0,156,4
1,295279528,East,853,113,0,0,0,0,0,113,0
4,12425424,East,1579,234,19,4,0,0,0,261,0
12,25364728,East,3123,712,29,0,0,0,0,741,19
10,303011469,East,913,169,0,0,0,0,0,169,4
9,7829694,East,804,259,0,0,0,0,0,259,0
15,180191518,East,766,140,0,0,0,0,0,156,4
9,10116067,South,391,34,71,8,0,0,6,107,0
56,23888887,South,1099,194,7,0,10,0,0,211,0
21,6237026,South,819,175,66,0,0,0,0,241,0
23,64945273,South,892,89,62,0,0,0,0,151,0
28,64945273,South,892,89,62,0,0,0,0,151,0
19,64945273,South,892,89,62,0,0,0,0,151,0
14,458063579,East,845,130,0,0,3,0,0,133,0
14,458063579,East,845,130,0,0,3,0,0,133,0
21,64945273,South,892,89,62,0,0,0,0,151,0
20,64945273,South,892,89,62,0,0,0,0,151,0
18,64945273,South,892,89,62,0,0,0,0,151,0
20,64945273,South,892,89,62,0,0,0,0,151,0
11,458063579,East,845,130,0,0,3,0,0,133,0
20,64945273,South,892,89,62,0,0,0,0,151,0
19,64945273,South,892,89,62,0,0,0,0,151,0
19,64945273,South,892,89,62,0,0,0,0,151,0
50,5169973,South,1165,283,15,0,0,0,0,298,0
24,33787721,Northwest,1147,173,0,0,0,0,0,197,0
24,33787721,Northwest,1147,173,0,0,0,0,0,197,0
24,33787721,Northwest,1147,173,0,0,0,0,0,197,0
24,33787721,Northwest,1147,173,0,0,0,0,0,197,0
24,33787721,Northwest,1147,173,0,0,0,0,0,197,0
24,33787721,Northwest,1147,173,0,0,0,0,0,197,0
24,33787721,Northwest,1147,173,0,0,0,0,0,197,0
24,33787721,Northwest,1147,173,0,0,0,0,0,197,0
21,30445243,South,525,155,0,0,0,0,11,155,11
16,8517979,South,2007,423,131,0,23,0,18,559,14
17,12054019,South,450,35,12,0,0,0,0,47,9
12,96018515,South,837,252,0,0,0,0,0,257,3
16,96018515,South,837,252,0,0,0,0,0,257,3
12,96018515,South,837,252,0,0,0,0,0,257,3
20,2518370,East,1048,173,110,0,0,0,0,283,0
20,2518370,East,1048,173,110,0,0,0,0,283,0
7,137780214,East,1703,331,0,0,0,0,0,331,5
20,1436436,East,1842,270,187,0,0,0,25,493,25
20,1436436,East,1842,270,187,0,0,0,25,493,25
8,1693159,Northeast,2758,226,183,0,60,0,219,353,138
19,7938888,Northwest,2208,427,151,0,0,0,80,498,60
19,7938888,Northwest,2208,427,151,0,0,0,80,498,60
23,7938888,Northwest,2208,427,151,0,0,0,80,498,60
23,7938888,Northwest,2208,427,151,0,0,0,80,498,60
20,7938888,Northwest,2208,427,151,0,0,0,80,498,60
20,7938888,Northwest,2208,427,151,0,0,0,80,498,60
15,2041623,West,2198,176,633,0,0,0,63,746,8
17,2041623,West,2198,176,633,0,0,0,63,746,8
6,288362319,Northwest,790,72,10,0,0,0,0,82,4
7,1103673,Northwest,1672,216,191,0,59,0,57,439,79
15,2041623,West,2198,176,633,0,0,0,63,746,8
1,630180,Northwest,889,282,205,0,11,0,29,505,41
3,5266154,Northwest,2690,347,25,0,0,0,110,262,27
8,630180,Northwest,889,282,205,0,11,0,29,505,41
2,5266154,Northwest,2690,347,25,0,0,0,110,262,27
5,630180,Northwest,889,282,205,0,11,0,29,505,41
3,5266154,Northwest,2690,347,25,0,0,0,110,262,27
5,5266154,Northwest,2690,347,25,0,0,0,110,262,27
12,2232167,East,1012,134,71,0,0,0,12,193,16
13,2232167,East,1012,134,71,0,0,0,12,193,16
11,2232167,East,1012,134,71,0,0,0,12,193,16
12,2232167,East,1012,134,71,0,0,0,12,193,16
13,2232167,East,1012,134,71,0,0,0,12,193,16
13,2232167,East,1012,134,71,0,0,0,12,193,16
16,2232167,East,1012,134,71,0,0,0,12,193,16
14,2232167,East,1012,134,71,0,0,0,12,193,16
16,33275369,East,1405,455,0,0,0,0,0,455,14
17,2232167,East,1012,134,71,0,0,0,12,193,16
11,2232167,East,1012,134,71,0,0,0,12,193,16
16,33275369,East,1405,455,0,0,0,0,0,455,14
13,2232167,East,1012,134,71,0,0,0,12,193,16
12,2232167,East,1012,134,71,0,0,0,12,193,16
21,1979135,East,1592,162,238,0,0,0,34,378,0
12,3892851,South,1946,347,61,0,0,0,0,408,0
23,1979135,East,1592,162,238,0,0,0,34,378,0
20,1979135,East,1592,162,238,0,0,0,34,378,0
6,4939895,East,766,312,0,0,0,0,0,312,10
8,4939895,East,766,312,0,0,0,0,0,312,10
16,10428595,East,1265,371,105,0,22,0,97,401,248
3,4939895,East,766,312,0,0,0,0,0,312,10
2,4939895,East,766,312,0,0,0,0,0,312,10
9,9360666,East,988,243,0,0,0,0,17,226,0
23,1979135,East,1592,162,238,0,0,0,34,378,0
5,9360666,East,988,243,0,0,0,0,17,226,0
7,9360666,East,988,243,0,0,0,0,17,226,0
20,1979135,East,1592,162,238,0,0,0,34,378,0
21,1979135,East,1592,162,238,0,0,0,34,378,0
3,5266154,Northwest,2690,347,25,0,0,0,110,262,27
7,5266154,Northwest,2690,347,25,0,0,0,110,262,27
25,16245562,East,2116,232,135,0,0,0,0,376,54
23,16245562,East,2116,232,135,0,0,0,0,376,54
4,9360666,East,988,243,0,0,0,0,17,226,0
15,33787721,Northwest,1147,173,0,0,0,0,0,197,0
25,16245562,East,2116,232,135,0,0,0,0,376,54
20,5266154,Northwest,2690,347,25,0,0,0,110,262,27
15,5266154,Northwest,2690,347,25,0,0,0,110,262,27
19,5266154,Northwest,2690,347,25,0,0,0,110,262,27
16,16245562,East,2116,232,135,0,0,0,0,376,54
20,33787721,Northwest,1147,173,0,0,0,0,0,197,0
20,5266154,Northwest,2690,347,25,0,0,0,110,262,27
16,5266154,Northwest,2690,347,25,0,0,0,110,262,27
19,5266154,Northwest,2690,347,25,0,0,0,110,262,27
16,16245562,East,2116,232,135,0,0,0,0,376,54
15,16245562,East,2116,232,135,0,0,0,0,376,54
8,716404879,South,637,126,8,0,0,0,0,134,0
19,5266154,Northwest,2690,347,25,0,0,0,110,262,27
19,5266154,Northwest,2690,347,25,0,0,0,110,262,27
14,5266154,Northwest,2690,347,25,0,0,0,110,262,27
14,16245562,East,2116,232,135,0,0,0,0,376,54
10,17484308,South,688,149,0,0,0,0,8,149,32
20,3938510,Northwest,2128,408,0,0,0,0,60,374,130
20,3938510,Northwest,2128,408,0,0,0,0,60,374,130
20,3938510,Northwest,2128,408,0,0,0,0,60,374,130
19,3938510,Northwest,2128,408,0,0,0,0,60,374,130
14,16245562,East,2116,232,135,0,0,0,0,376,54
15,16245562,East,2116,232,135,0,0,0,0,376,54
18,12690818,East,890,90,0,0,0,0,0,90,0
18,3938510,Northwest,2128,408,0,0,0,0,60,374,130
18,3938510,Northwest,2128,408,0,0,0,0,60,374,130
18,3938510,Northwest,2128,408,0,0,0,0,60,374,130
18,3938510,Northwest,2128,408,0,0,0,0,60,374,130
14,16245562,East,2116,232,135,0,0,0,0,376,54
18,12690818,East,890,90,0,0,0,0,0,90,0
16,16245562,East,2116,232,135,0,0,0,0,376,54
25,3230026,South,1179,133,119,0,0,0,0,252,0
24,12690818,East,890,90,0,0,0,0,0,90,0
4,14323559,West,1370,232,0,0,0,0,44,188,178
2,4926772,South,1225,223,0,0,0,0,30,193,0
13,3826929,South,1223,196,17,0,0,0,0,213,0
21,1970260,East,1415,319,76,0,0,0,31,364,3
17,18390108,Northwest,1209,284,0,0,0,0,0,288,0
18,280520887,South,897,206,5,0,0,0,8,211,2
7,280520887,South,897,206,5,0,0,0,8,211,2
17,12073008,South,1426,288,0,0,0,0,0,298,0
16,2900376,Northeast,1614,51,278,0,0,0,0,329,20
13,2900376,Northeast,1614,51,278,0,0,0,0,329,20
6,2900376,Northeast,1614,51,278,0,0,0,0,329,20
6,440698405,East,719,193,0,0,0,0,1,193,2
4,25364728,East,3123,712,29,0,0,0,0,741,19
23,466068523,East,673,114,0,3,0,0,0,117,1
3,12425424,East,1579,234,19,4,0,0,0,261,0
6,6722943,East,1310,212,0,0,0,0,0,212,0
14,180191518,East,766,140,0,0,0,0,0,156,4
8,398219906,East,893,63,0,0,0,0,9,54,39
13,295279528,East,853,113,0,0,0,0,0,113,0
7,149737627,East,1221,189,0,20,0,0,71,148,75
7,256560159,East,701,91,0,0,0,0,0,91,0
5,12425424,East,1579,234,19,4,0,0,0,261,0
9,466068523,East,673,114,0,3,0,0,0,117,1
23,10343964,Northwest,1222,225,36,0,0,0,0,261,39
23,10343964,Northwest,1222,225,36,0,0,0,0,261,39
23,10343964,Northwest,1222,225,36,0,0,0,0,261,39
22,10343964,Northwest,1222,225,36,0,0,0,0,261,39
22,10343964,Northwest,1222,225,36,0,0,0,0,261,39
22,10343964,Northwest,1222,225,36,0,0,0,0,261,39
23,172126712,East,654,165,0,0,0,0,3,167,2
17,172126712,East,654,165,0,0,0,0,3,167,2
21,172126712,East,654,165,0,0,0,0,3,167,2
9,586329233,South,854,107,0,0,0,0,10,107,0
18,378935157,West,585,71,0,0,0,0,0,71,0
18,586329233,South,854,107,0,0,0,0,10,107,0
12,1560569,Northwest,1092,272,0,0,0,0,28,260,19
9,32428897,South,1136,304,0,0,0,0,30,287,0
17,1855301,West,708,155,0,0,0,0,0,155,0
3,43537933,East,609,80,0,0,0,0,0,80,27
17,16912444,East,1266,161,0,0,0,0,0,161,14
19,16912444,East,1266,161,0,0,0,0,0,161,14
19,16912444,East,1266,161,0,0,0,0,0,161,14
2,126448234,Northwest,1435,225,0,0,0,0,0,225,0
1,126448234,Northwest,1435,225,0,0,0,0,0,225,0
1,126448234,Northwest,1435,225,0,0,0,0,0,225,0
1,126448234,Northwest,1435,225,0,0,0,0,0,225,0
12,47250239,Northwest,707,154,21,0,8,0,8,175,0
20,621955885,Northwest,948,194,0,0,0,0,3,192,3
17,2059753,South,1054,147,137,3,0,0,17,292,0
13,1296274,Northeast,1995,237,44,0,0,0,161,154,188
11,47342003,South,1714,565,87,0,0,0,26,626,0
19,2764000,West,1376,241,26,0,0,0,0,294,0
18,2764000,West,1376,241,26,0,0,0,0,294,0
3,6722943,East,1310,212,0,0,0,0,0,212,0
11,208631328,East,608,69,0,0,0,0,0,69,0
14,421307654,East,733,161,0,0,0,0,4,161,0
17,12690818,East,890,90,0,0,0,0,0,90,0
5,440698405,East,719,193,0,0,0,0,1,193,2
9,25364728,East,3123,712,29,0,0,0,0,741,19
8,27199519,South,986,204,0,0,0,0,0,210,44
3,295279528,East,853,113,0,0,0,0,0,113,0
19,12690818,East,890,90,0,0,0,0,0,90,0
25,12690818,East,890,90,0,0,0,0,0,90,0
7,398219906,East,893,63,0,0,0,0,9,54,39
4,7829694,East,804,259,0,0,0,0,0,259,0
9,25364728,East,3123,712,29,0,0,0,0,741,19
7,303011469,East,913,169,0,0,0,0,0,169,4
8,7829694,East,804,259,0,0,0,0,0,259,0
9,180191518,East,766,140,0,0,0,0,0,156,4
12,12425424,East,1579,234,19,4,0,0,0,261,0
7,466068523,East,673,114,0,3,0,0,0,117,1
20,505421580,South,653,134,0,0,0,0,25,109,13
6,1485683,Northwest,909,42,60,0,0,0,44,92,68
6,1485683,Northwest,909,42,60,0,0,0,44,92,68
7,1485683,Northwest,909,42,60,0,0,0,44,92,68
3,12425424,East,1579,234,19,4,0,0,0,261,0
4,7829694,East,804,259,0,0,0,0,0,259,0
6,1485683,Northwest,909,42,60,0,0,0,44,92,68
5,1485683,Northwest,909,42,60,0,0,0,44,92,68
8,1485683,Northwest,909,42,60,0,0,0,44,92,68
7,180191518,East,766,140,0,0,0,0,0,156,4
2,6722943,East,1310,212,0,0,0,0,0,212,0
4,12425424,East,1579,234,19,4,0,0,0,261,0
3,7829694,East,804,259,0,0,0,0,0,259,0
8,295279528,East,853,113,0,0,0,0,0,113,0
4,12425424,East,1579,234,19,4,0,0,0,261,0
10,180191518,East,766,140,0,0,0,0,0,156,4
5,295279528,East,853,113,0,0,0,0,0,113,0
3,273551600,East,1812,114,0,0,0,0,3,114,29
2,466068523,East,673,114,0,3,0,0,0,117,1
4,12425424,East,1579,234,19,4,0,0,0,261,0
22,208631328,East,608,69,0,0,0,0,0,69,0
15,25364728,East,3123,712,29,0,0,0,0,741,19
3,440698405,East,719,193,0,0,0,0,1,193,2
9,398219906,East,893,63,0,0,0,0,9,54,39
3,6722943,East,1310,212,0,0,0,0,0,212,0
7,25364728,East,3123,712,29,0,0,0,0,741,19
2,466068523,East,673,114,0,3,0,0,0,117,1
2,30778651,West,1596,321,38,0,2,0,0,361,0
1,30778651,West,1596,321,38,0,2,0,0,361,0
1,30778651,West,1596,321,38,0,2,0,0,361,0
2,30778651,West,1596,321,38,0,2,0,0,361,0
1,30778651,West,1596,321,38,0,2,0,0,361,0
2,30778651,West,1596,321,38,0,2,0,0,361,0
2,30778651,West,1596,321,38,0,2,0,0,361,0
3,30778651,West,1596,321,38,0,2,0,0,361,0
60,11619598,South,988,200,5,0,0,0,0,219,0
42,7778228,South,846,259,0,0,0,0,0,259,0
15,446496591,South,821,149,0,0,0,0,0,149,42
15,11619598,South,988,200,5,0,0,0,0,219,0
12,11619598,South,988,200,5,0,0,0,0,219,0
23,446496591,South,821,149,0,0,0,0,0,149,42
23,446496591,South,821,149,0,0,0,0,0,149,42
18,446496591,South,821,149,0,0,0,0,0,149,42
9,20939555,West,1416,185,0,0,0,0,0,185,0
10,20939555,West,1416,185,0,0,0,0,0,185,0
15,20939555,West,1416,185,0,0,0,0,0,185,0
10,2041623,West,2198,176,633,0,0,0,63,746,8
19,2041623,West,2198,176,633,0,0,0,63,746,8
9,2041623,West,2198,176,633,0,0,0,63,746,8
10,2041623,West,2198,176,633,0,0,0,63,746,8
14,2041623,West,2198,176,633,0,0,0,63,746,8
14,2041623,West,2198,176,633,0,0,0,63,746,8
7,2041623,West,2198,176,633,0,0,0,63,746,8
2,1693159,Northeast,2758,226,183,0,60,0,219,353,138
10,242487,Northeast,319,0,89,0,0,0,0,89,29
12,242487,Northeast,319,0,89,0,0,0,0,89,29
7,242487,Northeast,319,0,89,0,0,0,0,89,29
11,242487,Northeast,319,0,89,0,0,0,0,89,29
2,242487,Northeast,319,0,89,0,0,0,0,89,29
7,242487,Northeast,319,0,89,0,0,0,0,89,29
12,242487,Northeast,319,0,89,0,0,0,0,89,29
7,242487,Northeast,319,0,89,0,0,0,0,89,29
11,242487,Northeast,319,0,89,0,0,0,0,89,29
7,242487,Northeast,319,0,89,0,0,0,0,89,29
5,242487,Northeast,319,0,89,0,0,0,0,89,29
16,2041623,West,2198,176,633,0,0,0,63,746,8
8,632452,Northeast,2919,0,775,0,0,0,0,775,23
8,632452,Northeast,2919,0,775,0,0,0,0,775,23
5,632452,Northeast,2919,0,775,0,0,0,0,775,23
7,632452,Northeast,2919,0,775,0,0,0,0,775,23
8,632452,Northeast,2919,0,775,0,0,0,0,775,23
2,632452,Northeast,2919,0,775,0,0,0,0,775,23
11,632452,Northeast,2919,0,775,0,0,0,0,775,23
2,632452,Northeast,2919,0,775,0,0,0,0,775,23
3,632452,Northeast,2919,0,775,0,0,0,0,775,23
7,632452,Northeast,2919,0,775,0,0,0,0,775,23
2,632452,Northeast,2919,0,775,0,0,0,0,775,23
8,3886141,Northwest,1345,375,0,0,0,0,25,350,23
25,5158223,Northwest,1470,396,0,0,0,0,21,396,35
15,270330958,South,513,73,0,0,0,0,0,77,0
20,10378500,South,1043,218,32,0,0,0,0,250,0
17,18390108,Northwest,1209,284,0,0,0,0,0,288,0
20,10378500,South,1043,218,32,0,0,0,0,250,0
23,10378500,South,1043,218,32,0,0,0,0,250,0
15,18390108,Northwest,1209,284,0,0,0,0,0,288,0
26,10378500,South,1043,218,32,0,0,0,0,250,0
25,10378500,South,1043,218,32,0,0,0,0,250,0
24,10378500,South,1043,218,32,0,0,0,0,250,0
23,10378500,South,1043,218,32,0,0,0,0,250,0
22,10378500,South,1043,218,32,0,0,0,0,250,0
22,10378500,South,1043,218,32,0,0,0,0,250,0
19,258720180,South,1028,141,6,0,0,0,12,139,2
20,258720180,South,1028,141,6,0,0,0,12,139,2
47,258720180,South,1028,141,6,0,0,0,12,139,2
18,188473045,South,631,89,0,0,0,0,0,89,0
17,188473045,South,631,89,0,0,0,0,0,89,0
27,188473045,South,631,89,0,0,0,0,0,89,0
20,188473045,South,631,89,0,0,0,0,0,89,0
20,188473045,South,631,89,0,0,0,0,0,89,0
25,188473045,South,631,89,0,0,0,0,0,89,0
19,258720180,South,1028,141,6,0,0,0,12,139,2
23,258720180,South,1028,141,6,0,0,0,12,139,2
24,258720180,South,1028,141,6,0,0,0,12,139,2
51,10378500,South,1043,218,32,0,0,0,0,250,0
5,10378500,South,1043,218,32,0,0,0,0,250,0
31,10608827,Northwest,8,0,0,0,0,0,0,0,0
3,10378500,South,1043,218,32,0,0,0,0,250,0
5,10378500,South,1043,218,32,0,0,0,0,250,0
17,333545835,South,744,149,0,0,0,0,0,149,0
19,333545835,South,744,149,0,0,0,0,0,149,0
15,333545835,South,744,149,0,0,0,0,0,149,0
26,4019324,Northwest,1196,215,0,0,38,0,14,248,32
19,111928860,South,953,198,0,0,0,0,0,198,0
8,111928860,South,953,198,0,0,0,0,0,198,0
24,6431066,West,687,204,0,0,0,0,0,204,0
16,111928860,South,953,198,0,0,0,0,0,198,0
7,1101979,Northeast,871,71,0,0,0,0,0,71,77
12,6431066,West,687,204,0,0,0,0,0,204,0
24,6431066,West,687,204,0,0,0,0,0,204,0
15,64945273,South,892,89,62,0,0,0,0,151,0
7,2034641,Northeast,4001,144,451,0,21,0,412,420,194
12,204403,Northeast,531,34,11,0,0,0,56,10,68
18,64945273,South,892,89,62,0,0,0,0,151,0
17,64945273,South,892,89,62,0,0,0,0,151,0
17,64945273,South,892,89,62,0,0,0,0,151,0
16,469976685,East,672,106,2,0,0,0,0,108,2
19,64945273,South,892,89,62,0,0,0,0,151,0
9,538297,Northeast,1152,0,480,0,0,0,11,469,8
15,24275185,South,1714,97,138,0,0,0,9,226,0
10,24275185,South,1714,97,138,0,0,0,9,226,0
15,469976685,East,672,106,2,0,0,0,0,108,2
12,24275185,South,1714,97,138,0,0,0,9,226,0
10,469976685,East,672,106,2,0,0,0,0,108,2
25,2733491,South,919,146,60,9,0,0,11,204,39
2,186976762,Northwest,741,121,0,0,0,0,0,121,0
15,469976685,East,672,106,2,0,0,0,0,108,2
21,2733491,South,919,146,60,9,0,0,11,204,39
1,3582147,Northwest,1282,292,18,0,0,0,41,292,0
20,284307949,Northwest,1304,199,27,0,3,0,78,182,51
17,2733491,South,919,146,60,9,0,0,11,204,39
3,3582147,Northwest,1282,292,18,0,0,0,41,292,0
9,469976685,East,672,106,2,0,0,0,0,108,2
60,3120772,South,1304,0,424,0,0,0,0,424,9
9,822433,Northeast,3139,259,69,0,0,0,354,97,353
23,45638594,Northwest,973,165,4,0,3,0,13,162,11
23,45638594,Northwest,973,165,4,0,3,0,13,162,11
11,47342003,South,1714,565,87,0,0,0,26,626,0
17,144707169,Northwest,513,120,0,0,0,0,0,126,0
17,144707169,Northwest,513,120,0,0,0,0,0,126,0
17,144707169,Northwest,513,120,0,0,0,0,0,126,0
16,144707169,Northwest,513,120,0,0,0,0,0,126,0
16,144707169,Northwest,513,120,0,0,0,0,0,126,0
15,144707169,Northwest,513,120,0,0,0,0,0,126,0
16,144707169,Northwest,513,120,0,0,0,0,0,126,0
16,144707169,Northwest,513,120,0,0,0,0,0,126,0
16,144707169,Northwest,513,120,0,0,0,0,0,126,0
25,45638594,Northwest,973,165,4,0,3,0,13,162,11
25,45638594,Northwest,973,165,4,0,3,0,13,162,11
26,45638594,Northwest,973,165,4,0,3,0,13,162,11
26,45638594,Northwest,973,165,4,0,3,0,13,162,11
19,366282248,West,1119,168,0,0,4,0,0,172,0
4,1004079,Northeast,3705,142,480,0,16,0,266,478,129
7,1637498,East,1809,293,145,0,0,0,0,553,7
3,3582147,Northwest,1282,292,18,0,0,0,41,292,0
28,42663651,Northwest,1431,320,0,0,0,0,11,321,0
30,42663651,Northwest,1431,320,0,0,0,0,11,321,0
10,4732323,Northeast,1013,25,166,0,0,0,23,178,116
34,31438517,East,1261,296,22,0,0,0,22,339,14
16,27247240,East,533,67,10,0,0,0,0,77,0
15,10477680,East,1254,249,120,0,0,0,0,457,15
30,167365434,East,1316,285,0,0,0,0,0,285,1
20,45638594,Northwest,973,165,4,0,3,0,13,162,11
19,366282248,West,1119,168,0,0,4,0,0,172,0
28,167365434,East,1316,285,0,0,0,0,0,285,1
20,45638594,Northwest,973,165,4,0,3,0,13,162,11
12,366282248,West,1119,168,0,0,4,0,0,172,0
6,45638594,Northwest,973,165,4,0,3,0,13,162,11
4,3582147,Northwest,1282,292,18,0,0,0,41,292,0
22,1274046,East,530,51,52,17,0,0,0,120,0
20,45638594,Northwest,973,165,4,0,3,0,13,162,11
14,366282248,West,1119,168,0,0,4,0,0,172,0
23,1274046,East,530,51,52,17,0,0,0,120,0
17,366282248,West,1119,168,0,0,4,0,0,172,0
31,7337969,Northeast,1737,137,14,0,0,0,311,39,244
16,1855301,West,708,155,0,0,0,0,0,155,0
16,1855301,West,708,155,0,0,0,0,0,155,0
5,2610110,Northeast,2204,143,21,24,8,0,144,74,303
14,9401621,South,588,85,11,0,0,0,0,96,0
75,1855301,West,708,155,0,0,0,0,0,155,0
4,3516975,East,1904,342,117,0,0,0,44,432,0
16,2041623,West,2198,176,633,0,0,0,63,746,8
17,2041623,West,2198,176,633,0,0,0,63,746,8
13,630180,Northwest,889,282,205,0,11,0,29,505,41
15,46609390,East,1434,250,23,0,0,0,0,273,28
16,46609390,East,1434,250,23,0,0,0,0,273,28
24,46609390,East,1434,250,23,0,0,0,0,273,28
22,46609390,East,1434,250,23,0,0,0,0,273,28
6,769387812,West,1146,176,0,0,1,0,0,177,1
4,769387812,West,1146,176,0,0,1,0,0,177,1
2,378935157,West,585,71,0,0,0,0,0,71,0
5,769387812,West,1146,176,0,0,1,0,0,177,1
18,16028910,East,2334,89,424,0,0,0,0,513,10
17,16028910,East,2334,89,424,0,0,0,0,513,10
50,17528433,West,785,144,15,0,0,0,0,169,120
16,16028910,East,2334,89,424,0,0,0,0,513,10
64,17528433,West,785,144,15,0,0,0,0,169,120
20,16028910,East,2334,89,424,0,0,0,0,513,10
4,160036,Northeast,558,15,0,0,0,0,81,14,132
23,16028910,East,2334,89,424,0,0,0,0,513,10
23,16028910,East,2334,89,424,0,0,0,0,513,10
24,16028910,East,2334,89,424,0,0,0,0,513,10
22,16028910,East,2334,89,424,0,0,0,0,513,10
22,16028910,East,2334,89,424,0,0,0,0,513,10
20,16028910,East,2334,89,424,0,0,0,0,513,10
19,321231228,West,792,102,0,0,0,0,0,102,10
20,16028910,East,2334,89,424,0,0,0,0,513,10
26,321231228,West,792,102,0,0,0,0,0,102,10
23,321231228,West,792,102,0,0,0,0,0,102,10
9,16028910,East,2334,89,424,0,0,0,0,513,10
18,93870050,West,1246,280,0,0,0,0,20,280,0
23,16028910,East,2334,89,424,0,0,0,0,513,10
14,93870050,West,1246,280,0,0,0,0,20,280,0
14,93870050,West,1246,280,0,0,0,0,20,280,0
18,16028910,East,2334,89,424,0,0,0,0,513,10
12,93870050,West,1246,280,0,0,0,0,20,280,0
20,16028910,East,2334,89,424,0,0,0,0,513,10
21,93870050,West,1246,280,0,0,0,0,20,280,0
14,16028910,East,2334,89,424,0,0,0,0,513,10
13,93870050,West,1246,280,0,0,0,0,20,280,0
7,72298603,South,1338,395,83,0,4,0,0,482,19
13,93870050,West,1246,280,0,0,0,0,20,280,0
23,16028910,East,2334,89,424,0,0,0,0,513,10
11,93870050,West,1246,280,0,0,0,0,20,280,0
23,13345126,West,1411,191,14,0,0,0,0,205,0
21,13345126,West,1411,191,14,0,0,0,0,205,0
22,13345126,West,1411,191,14,0,0,0,0,205,0
23,13345126,West,1411,191,14,0,0,0,0,205,0
23,13345126,West,1411,191,14,0,0,0,0,205,0
28,17528433,West,785,144,15,0,0,0,0,169,120
22,13345126,West,1411,191,14,0,0,0,0,205,0
22,13345126,West,1411,191,14,0,0,0,0,205,0
5,7491041,South,928,261,0,0,0,0,0,261,9
45,17528433,West,785,144,15,0,0,0,0,169,120
18,26165306,South,1586,126,45,0,0,0,34,153,19
20,26165306,South,1586,126,45,0,0,0,34,153,19
19,271638094,Northeast,1253,178,0,0,0,0,83,111,136
19,271638094,Northeast,1253,178,0,0,0,0,83,111,136
19,271638094,Northeast,1253,178,0,0,0,0,83,111,136
19,271638094,Northeast,1253,178,0,0,0,0,83,111,136
7,271638094,Northeast,1253,178,0,0,0,0,83,111,136
7,271638094,Northeast,1253,178,0,0,0,0,83,111,136
